,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AMC,BB,CLOV,GME,NOK,AMC,BB,CLOV,GME,NOK,AMC,BB,CLOV,GME,NOK,AMC,BB,CLOV,GME,NOK,AMC,BB,CLOV,GME,NOK,AMC,BB,CLOV,GME,NOK
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11 09:30:00-04:00,9.9350004196167,7.989999771118164,7.724999904632568,137.38999938964844,4.831699848175049,9.9350004196167,7.989999771118164,7.724999904632568,137.38999938964844,4.831699848175049,9.989999771118164,8.0600004196167,7.789999961853027,141.85000610351562,4.849999904632568,9.75,7.769999980926514,7.539999961853027,137.0,4.820000171661377,9.930000305175781,7.880000114440918,7.659999847412109,137.0,4.849999904632568,5212155,890377,1191484,603518,7516798
2021-05-11 09:35:00-04:00,10.329999923706055,8.0600004196167,7.849999904632568,139.31500244140625,4.829999923706055,10.329999923706055,8.0600004196167,7.849999904632568,139.31500244140625,4.829999923706055,10.479999542236328,8.079999923706055,7.940000057220459,139.76829528808594,4.849999904632568,9.91100025177002,7.960000038146973,7.699999809265137,136.5,4.820000171661377,9.9399995803833,8.0,7.7967000007629395,137.4199981689453,4.835899829864502,3803980,310293,363563,184553,1555022
2021-05-11 09:40:00-04:00,9.949999809265137,8.100000381469727,7.949999809265137,139.91000366210938,4.84499979019165,9.949999809265137,8.100000381469727,7.949999809265137,139.91000366210938,4.84499979019165,10.350000381469727,8.109999656677246,7.980000019073486,142.0,4.860000133514404,9.949999809265137,8.030099868774414,7.760000228881836,139.14999389648438,4.829999923706055,10.339900016784668,8.0625,7.860000133514404,139.28500366210938,4.831900119781494,2419610,274271,345582,171437,1163793
2021-05-11 09:45:00-04:00,10.157999992370605,8.050200462341309,7.869999885559082,138.5500030517578,4.855000019073486,10.157999992370605,8.050200462341309,7.869999885559082,138.5500030517578,4.855000019073486,10.170000076293945,8.100000381469727,7.940000057220459,140.36000061035156,4.860000133514404,9.600000381469727,8.020000457763672,7.831900119781494,137.25,4.833700180053711,9.950400352478027,8.09000015258789,7.940000057220459,140.36000061035156,4.840000152587891,2693626,136436,127771,119851,1161799
2021-05-11 09:50:00-04:00,10.15999984741211,8.104999542236328,8.010000228881836,140.99000549316406,4.880000114440918,10.15999984741211,8.104999542236328,8.010000228881836,140.99000549316406,4.880000114440918,10.260000228881836,8.130000114440918,8.055000305175781,141.57000732421875,4.880000114440918,10.119999885559082,8.050000190734863,7.869999885559082,138.55999755859375,4.849999904632568,10.149999618530273,8.050000190734863,7.869999885559082,138.55999755859375,4.857699871063232,1438433,201336,226539,109749,1347349
2021-05-11 09:55:00-04:00,10.180000305175781,8.120599746704102,8.030099868774414,146.0,4.914999961853027,10.180000305175781,8.120599746704102,8.030099868774414,146.0,4.914999961853027,10.1899995803833,8.130000114440918,8.0600004196167,146.0,4.920000076293945,10.100000381469727,8.067000389099121,7.946400165557861,140.0,4.869999885559082,10.151000022888184,8.109999656677246,8.020000457763672,140.64500427246094,4.873700141906738,663052,133267,159984,187703,1339362
2021-05-11 10:00:00-04:00,10.109999656677246,8.069999694824219,7.916999816894531,143.60000610351562,4.894999980926514,10.109999656677246,8.069999694824219,7.916999816894531,143.60000610351562,4.894999980926514,10.180999755859375,8.119999885559082,8.029999732971191,145.9340057373047,4.920000076293945,10.029999732971191,8.050000190734863,7.8403000831604,140.86000061035156,4.889999866485596,10.180999755859375,8.119999885559082,8.029999732971191,145.9340057373047,4.914999961853027,719551,163275,138715,169992,1202476
2021-05-11 10:05:00-04:00,10.015000343322754,8.020000457763672,7.755000114440918,141.2899932861328,4.869999885559082,10.015000343322754,8.020000457763672,7.755000114440918,141.2899932861328,4.869999885559082,10.119999885559082,8.09000015258789,7.929999828338623,143.77000427246094,4.909999847412109,9.989999771118164,8.020000457763672,7.739999771118164,141.25999450683594,4.869999885559082,10.100000381469727,8.079000473022461,7.909999847412109,143.2100067138672,4.900000095367432,873371,169399,162921,83574,1266887
