,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,AMC210618C00000500,2021-06-17 19:51:47,0.5,59.7,0.0,0.0,0.0,0.0,456,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,AMC210618C00001000,2021-06-17 19:43:38,1.0,58.65,0.0,0.0,0.0,0.0,105,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,AMC210618C00001500,2021-06-17 19:32:52,1.5,58.4,0.0,0.0,0.0,0.0,168,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,AMC210618C00002000,2021-06-17 18:29:47,2.0,58.6,0.0,0.0,0.0,0.0,151,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,AMC210618C00002500,2021-06-17 17:59:37,2.5,59.45,0.0,0.0,0.0,0.0,166,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,AMC210618C00003000,2021-06-17 19:28:24,3.0,56.9,0.0,0.0,0.0,0.0,128,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,AMC210618C00003500,2021-06-17 18:56:16,3.5,56.66,0.0,0.0,0.0,0.0,106,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,AMC210618C00004000,2021-06-17 19:32:32,4.0,55.25,0.0,0.0,0.0,0.0,71,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,AMC210618C00004500,2021-06-17 19:40:45,4.5,54.9,0.0,0.0,0.0,0.0,95,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,AMC210618C00005000,2021-06-17 19:57:15,5.0,55.75,0.0,0.0,0.0,0.0,197,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,AMC210618C00005500,2021-06-17 19:32:32,5.5,54.75,0.0,0.0,0.0,0.0,131,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,AMC210618C00006000,2021-06-17 19:44:13,6.0,53.8,0.0,0.0,0.0,0.0,324,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,AMC210618C00007000,2021-06-17 19:10:57,7.0,53.85,0.0,0.0,0.0,0.0,103,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,AMC210618C00007500,2021-06-17 19:36:52,7.5,52.35,0.0,0.0,0.0,0.0,88,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,14,AMC210618C00008000,2021-06-17 19:57:12,8.0,52.6,0.0,0.0,0.0,0.0,537,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,15,AMC210618C00008500,2021-06-17 19:29:19,8.5,51.65,0.0,0.0,0.0,0.0,73,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,16,AMC210618C00009000,2021-06-17 19:58:43,9.0,51.6,0.0,0.0,0.0,0.0,972,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,17,AMC210618C00009500,2021-06-17 19:49:42,9.5,50.6,0.0,0.0,0.0,0.0,120,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,18,AMC210618C00010000,2021-06-17 19:58:30,10.0,50.75,0.0,0.0,0.0,0.0,1763,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,19,AMC210618C00010500,2021-06-17 19:41:28,10.5,49.45,0.0,0.0,0.0,0.0,132,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,20,AMC210618C00011000,2021-06-17 19:57:55,11.0,49.7,0.0,0.0,0.0,0.0,685,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,21,AMC210618C00011500,2021-06-17 19:31:55,11.5,49.05,0.0,0.0,0.0,0.0,57,0,1.0000000000000003e-05,True,REGULAR,USD
