,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,BB210716C00001000,2021-07-15 15:59:52,1.0,9.72,0.0,0.0,0.0,0.0,3.0,15,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,BB210716C00002000,2021-06-22 14:50:03,2.0,10.6,0.0,0.0,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,BB210716C00003000,2021-07-14 14:15:31,3.0,8.0,0.0,0.0,0.0,0.0,2.0,8,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,BB210716C00004000,2021-06-25 15:24:10,4.0,7.85,0.0,0.0,0.0,0.0,5.0,35,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,BB210716C00005000,2021-07-15 18:12:16,5.0,5.3,0.0,0.0,0.0,0.0,1.0,79,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,BB210716C00006000,2021-07-15 18:59:49,6.0,4.48,0.0,0.0,0.0,0.0,11.0,299,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,BB210716C00007000,2021-07-14 19:18:03,7.0,3.68,0.0,0.0,0.0,0.0,2.0,446,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,BB210716C00007500,2021-07-13 13:30:02,7.5,3.15,0.0,0.0,0.0,0.0,5.0,4,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,BB210716C00008000,2021-07-15 19:50:46,8.0,2.48,0.0,0.0,0.0,0.0,107.0,6658,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,BB210716C00008500,2021-07-15 13:33:42,8.5,2.02,0.0,0.0,0.0,0.0,11.0,25,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,BB210716C00009000,2021-07-15 19:48:10,9.0,1.49,0.0,0.0,0.0,0.0,153.0,1834,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,BB210716C00009500,2021-07-15 17:39:22,9.5,0.82,0.0,0.0,0.0,0.0,84.0,293,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,BB210716C00010000,2021-07-15 19:59:49,10.0,0.56,0.0,0.0,0.0,0.0,2675.0,10663,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,BB210716C00010500,2021-07-15 19:57:43,10.5,0.17,0.0,0.0,0.0,0.0,2541.0,3432,1.0000000000000003e-05,True,REGULAR,USD
CALLS,14,BB210716C00011000,2021-07-15 19:59:49,11.0,0.04,0.0,0.0,0.0,0.0,18129.0,8749,0.2500075,False,REGULAR,USD
CALLS,15,BB210716C00011500,2021-07-15 19:58:57,11.5,0.02,0.0,0.0,0.0,0.0,3369.0,4074,0.500005,False,REGULAR,USD
CALLS,16,BB210716C00012000,2021-07-15 19:59:37,12.0,0.02,0.0,0.0,0.0,0.0,1020.0,17235,0.500005,False,REGULAR,USD
CALLS,17,BB210716C00012500,2021-07-15 19:56:20,12.5,0.02,0.0,0.0,0.0,0.0,497.0,5068,0.500005,False,REGULAR,USD
