,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,BB210723C00005000,2021-07-22 18:01:29,5.0,5.4,0.0,0.0,0.0,0.0,39.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,BB210723C00006000,2021-07-21 13:30:13,6.0,4.55,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,BB210723C00007000,2021-07-22 15:21:18,7.0,3.35,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,BB210723C00008000,2021-07-22 18:41:37,8.0,2.38,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,BB210723C00009000,2021-07-22 18:41:37,9.0,1.39,0.0,0.0,0.0,0.0,56.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,BB210723C00009500,2021-07-22 19:40:32,9.5,0.87,0.0,0.0,0.0,0.0,133.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,BB210723C00010000,2021-07-22 19:57:28,10.0,0.41,0.0,0.0,0.0,0.0,3432.0,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,BB210723C00010500,2021-07-22 19:59:57,10.5,0.1,0.0,0.0,0.0,0.0,4218.0,0,0.062509375,False,REGULAR,USD
CALLS,8,BB210723C00011000,2021-07-22 19:59:14,11.0,0.03,0.0,0.0,0.0,0.0,5627.0,0,0.2500075,False,REGULAR,USD
CALLS,9,BB210723C00011500,2021-07-22 19:58:38,11.5,0.01,0.0,0.0,0.0,0.0,1403.0,0,0.500005,False,REGULAR,USD
CALLS,10,BB210723C00012000,2021-07-22 19:58:08,12.0,0.02,0.0,0.0,0.0,0.0,823.0,0,0.500005,False,REGULAR,USD
CALLS,11,BB210723C00012500,2021-07-22 19:36:37,12.5,0.01,0.0,0.0,0.0,0.0,226.0,0,0.500005,False,REGULAR,USD
CALLS,12,BB210723C00013000,2021-07-22 19:12:58,13.0,0.01,0.0,0.0,0.0,0.0,272.0,0,0.500005,False,REGULAR,USD
CALLS,13,BB210723C00013500,2021-07-22 17:00:10,13.5,0.01,0.0,0.0,0.0,0.0,109.0,0,0.500005,False,REGULAR,USD
CALLS,14,BB210723C00014000,2021-07-22 17:42:24,14.0,0.01,0.0,0.0,0.0,0.0,50.0,0,0.500005,False,REGULAR,USD
CALLS,15,BB210723C00014500,2021-07-22 15:19:33,14.5,0.01,0.0,0.0,0.0,0.0,106.0,0,0.500005,False,REGULAR,USD
