,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,AMC210625C00000500,2021-06-25 13:52:40,0.5,54.2,53.4,54.2,-2.0999985,-3.730015,13,52,37.50000414062501,True,REGULAR,USD
CALLS,1,AMC210625C00001000,2021-06-24 15:38:40,1.0,55.0,53.0,53.75,0.0,0.0,19,36,37.00000421875001,True,REGULAR,USD
CALLS,2,AMC210625C00001500,2021-06-24 18:03:22,1.5,54.65,52.35,52.7,0.0,0.0,24,1,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,AMC210625C00002000,2021-06-24 16:33:08,2.0,54.45,51.8,52.2,0.0,0.0,20,23,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,AMC210625C00002500,2021-06-24 16:32:54,2.5,53.95,51.3,51.75,0.0,0.0,4,32,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,AMC210625C00003000,2021-06-23 17:19:59,3.0,55.95,51.0,51.75,0.0,0.0,13,33,25.250002109375004,True,REGULAR,USD
CALLS,6,AMC210625C00003500,2021-06-23 18:21:35,3.5,51.5,50.65,51.2,-0.9000015,-1.7175602,9,17,20.250003671875,True,REGULAR,USD
CALLS,7,AMC210625C00004000,2021-06-24 18:03:22,4.0,52.15,49.85,50.7,0.0,0.0,6,24,19.250003984375002,True,REGULAR,USD
CALLS,8,AMC210625C00004500,2021-06-25 13:32:08,4.5,50.45,49.35,49.75,-2.040001,-3.8864563,10,54,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,AMC210625C00005000,2021-06-24 16:51:59,5.0,51.75,48.8,49.2,0.0,0.0,13,32,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,AMC210625C00005500,2021-06-24 19:44:10,5.5,51.2,48.35,48.75,0.0,0.0,9,30,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,AMC210625C00006000,2021-06-24 14:51:35,6.0,50.84,47.9,48.2,0.0,0.0,10,10,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,AMC210625C00006500,2021-06-25 13:32:07,6.5,48.6,47.35,47.75,-2.0,-3.9525692,24,9,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,AMC210625C00007000,2021-06-24 19:48:22,7.0,49.75,47.15,47.45,0.0,0.0,2,55,1.0000000000000003e-05,True,REGULAR,USD
CALLS,14,AMC210625C00007500,2021-06-25 13:42:59,7.5,47.65,46.5,47.0,-4.5999985,-8.803824,3,59,1.0000000000000003e-05,True,REGULAR,USD
CALLS,15,AMC210625C00008000,2021-06-24 16:31:12,8.0,48.55,46.05,46.45,0.0,0.0,1,44,1.0000000000000003e-05,True,REGULAR,USD
CALLS,16,AMC210625C00008500,2021-06-24 15:01:51,8.5,46.45,45.55,46.0,-1.75,-3.630705,10,16,1.0000000000000003e-05,True,REGULAR,USD
CALLS,17,AMC210625C00009000,2021-06-24 15:14:56,9.0,46.65,45.1,45.45,-0.12999725,-0.27789068,1,114,1.0000000000000003e-05,True,REGULAR,USD
CALLS,18,AMC210625C00009500,2021-06-25 13:55:59,9.5,44.65,44.35,44.8,-2.6299973,-5.5626,26,132,1.0000000000000003e-05,True,REGULAR,USD
CALLS,19,AMC210625C00010000,2021-06-25 13:43:54,10.0,45.15,44.1,44.4,-1.6599998,-3.5462503,15,293,1.0000000000000003e-05,True,REGULAR,USD
CALLS,20,AMC210625C00010500,2021-06-25 13:32:07,10.5,44.45,43.45,43.95,-1.7000008,-3.683642,10,218,1.0000000000000003e-05,True,REGULAR,USD
CALLS,21,AMC210625C00011000,2021-06-24 19:59:31,11.0,45.5,43.05,43.45,0.0,0.0,24,167,1.0000000000000003e-05,True,REGULAR,USD
CALLS,22,AMC210625C00011500,2021-06-24 18:45:08,11.5,44.5,42.4,42.7,-0.54999924,-1.220864,1,195,1.0000000000000003e-05,True,REGULAR,USD
CALLS,23,AMC210625C00012000,2021-06-24 19:52:57,12.0,42.8,42.1,42.45,-1.9000015,-4.2505627,3,320,1.0000000000000003e-05,True,REGULAR,USD
