,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,AMC210702C00000500,2021-07-01 19:51:33,0.5,53.45,0.0,0.0,0.0,0.0,166,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,AMC210702C00001000,2021-07-01 19:12:27,1.0,52.75,0.0,0.0,0.0,0.0,50,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,AMC210702C00001500,2021-07-01 19:09:22,1.5,52.28,0.0,0.0,0.0,0.0,3,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,AMC210702C00002000,2021-07-01 15:12:10,2.0,54.3,0.0,0.0,0.0,0.0,23,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,AMC210702C00002500,2021-07-01 19:38:31,2.5,51.8,0.0,0.0,0.0,0.0,23,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,AMC210702C00003000,2021-07-01 15:54:52,3.0,53.0,0.0,0.0,0.0,0.0,15,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,AMC210702C00003500,2021-07-01 16:02:31,3.5,49.9,0.0,0.0,0.0,0.0,15,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,AMC210702C00004000,2021-07-01 19:11:27,4.0,49.7,0.0,0.0,0.0,0.0,40,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,AMC210702C00004500,2021-07-01 18:55:24,4.5,48.45,0.0,0.0,0.0,0.0,12,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,AMC210702C00005000,2021-07-01 19:54:36,5.0,48.85,0.0,0.0,0.0,0.0,29,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,AMC210702C00005500,2021-07-01 18:56:37,5.5,47.25,0.0,0.0,0.0,0.0,20,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,AMC210702C00006000,2021-07-01 16:05:55,6.0,49.8,0.0,0.0,0.0,0.0,93,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,AMC210702C00006500,2021-07-01 16:59:04,6.5,47.5,0.0,0.0,0.0,0.0,15,0,1.0000000000000003e-05,True,REGULAR,USD
