,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,BB210702C00004000,2021-07-01 16:00:33,4.0,8.0,0.0,0.0,0.0,0.0,24,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,BB210702C00004500,2021-07-01 16:16:07,4.5,7.5,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,BB210702C00005000,2021-06-29 16:24:45,5.0,7.25,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,BB210702C00005500,2021-06-30 17:39:04,5.5,6.7,0.0,0.0,0.0,0.0,10,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,BB210702C00006000,2021-06-28 14:12:53,6.0,6.3,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,BB210702C00006500,2021-07-01 18:06:46,6.5,5.5,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,BB210702C00007000,2021-07-01 17:55:37,7.0,5.0,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,BB210702C00007500,2021-07-01 15:08:11,7.5,4.5,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,BB210702C00008000,2021-07-01 19:41:27,8.0,4.2,0.0,0.0,0.0,0.0,7,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,BB210702C00008500,2021-07-01 15:10:31,8.5,3.75,0.0,0.0,0.0,0.0,7,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,BB210702C00009000,2021-07-01 18:46:40,9.0,3.03,0.0,0.0,0.0,0.0,33,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,BB210702C00009500,2021-07-01 17:20:27,9.5,2.48,0.0,0.0,0.0,0.0,26,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,BB210702C00010000,2021-07-01 19:47:54,10.0,2.22,0.0,0.0,0.0,0.0,460,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,BB210702C00010500,2021-07-01 19:57:33,10.5,1.69,0.0,0.0,0.0,0.0,100,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,14,BB210702C00011000,2021-07-01 19:53:18,11.0,1.19,0.0,0.0,0.0,0.0,193,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,15,BB210702C00011500,2021-07-01 19:59:07,11.5,0.71,0.0,0.0,0.0,0.0,706,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,16,BB210702C00012000,2021-07-01 19:59:57,12.0,0.31,0.0,0.0,0.0,0.0,9616,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,17,BB210702C00013000,2021-07-01 19:59:49,13.0,0.05,0.0,0.0,0.0,0.0,16192,0,0.500005,False,REGULAR,USD
CALLS,18,BB210702C00013500,2021-07-01 19:59:48,13.5,0.03,0.0,0.0,0.0,0.0,2480,0,0.500005,False,REGULAR,USD
CALLS,19,BB210702C00014000,2021-07-01 19:59:39,14.0,0.02,0.0,0.0,0.0,0.0,2741,0,0.500005,False,REGULAR,USD
CALLS,20,BB210702C00014500,2021-07-01 19:52:49,14.5,0.02,0.0,0.0,0.0,0.0,440,0,0.500005,False,REGULAR,USD
CALLS,21,BB210702C00015000,2021-07-01 19:54:03,15.0,0.02,0.0,0.0,0.0,0.0,1157,0,0.500005,False,REGULAR,USD
CALLS,22,BB210702C00015500,2021-07-01 19:58:59,15.5,0.01,0.0,0.0,0.0,0.0,200,0,0.500005,False,REGULAR,USD
CALLS,23,BB210702C00016000,2021-07-01 19:48:23,16.0,0.01,0.0,0.0,0.0,0.0,231,0,0.500005,False,REGULAR,USD
CALLS,24,BB210702C00016500,2021-07-01 19:58:44,16.5,0.01,0.0,0.0,0.0,0.0,288,0,0.500005,False,REGULAR,USD
CALLS,25,BB210702C00017000,2021-07-01 19:04:59,17.0,0.01,0.0,0.0,0.0,0.0,162,0,0.500005,False,REGULAR,USD
CALLS,26,BB210702C00017500,2021-07-01 16:34:38,17.5,0.01,0.0,0.0,0.0,0.0,69,0,0.500005,False,REGULAR,USD
CALLS,27,BB210702C00018000,2021-07-01 18:36:37,18.0,0.01,0.0,0.0,0.0,0.0,21,0,0.500005,False,REGULAR,USD
CALLS,28,BB210702C00018500,2021-07-01 17:15:00,18.5,0.01,0.0,0.0,0.0,0.0,16,0,0.500005,False,REGULAR,USD
CALLS,29,BB210702C00019000,2021-07-01 17:06:47,19.0,0.01,0.0,0.0,0.0,0.0,85,0,0.500005,False,REGULAR,USD
CALLS,30,BB210702C00019500,2021-07-01 19:34:44,19.5,0.01,0.0,0.0,0.0,0.0,2,0,0.500005,False,REGULAR,USD
CALLS,31,BB210702C00020000,2021-07-01 19:41:27,20.0,0.01,0.0,0.0,0.0,0.0,718,0,0.500005,False,REGULAR,USD
CALLS,32,BB210702C00021000,2021-07-01 18:17:37,21.0,0.01,0.0,0.0,0.0,0.0,371,0,0.500005,False,REGULAR,USD
CALLS,33,BB210702C00022000,2021-07-01 16:58:51,22.0,0.01,0.01,0.0,0.0,0.0,217,0,4.2500046875,False,REGULAR,USD
CALLS,34,BB210702C00023000,2021-07-01 19:30:41,23.0,0.01,0.0,0.0,0.0,0.0,107,0,0.500005,False,REGULAR,USD
CALLS,35,BB210702C00024000,2021-07-01 13:30:02,24.0,0.01,0.0,0.0,0.0,0.0,19,0,0.500005,False,REGULAR,USD
CALLS,36,BB210702C00025000,2021-07-01 18:39:46,25.0,0.02,0.0,0.0,0.0,0.0,18,0,0.500005,False,REGULAR,USD
CALLS,37,BB210702C00026000,2021-06-30 14:46:38,26.0,0.01,0.0,0.0,0.0,0.0,556,0,0.500005,False,REGULAR,USD
CALLS,38,BB210702C00027000,2021-06-28 19:59:55,27.0,0.03,0.0,0.0,0.0,0.0,34,0,0.500005,False,REGULAR,USD
CALLS,39,BB210702C00028000,2021-06-29 16:56:36,28.0,0.01,0.0,0.0,0.0,0.0,5,0,0.500005,False,REGULAR,USD
CALLS,40,BB210702C00029000,2021-06-29 15:30:18,29.0,0.01,0.0,0.0,0.0,0.0,7,0,0.500005,False,REGULAR,USD
CALLS,41,BB210702C00030000,2021-06-30 16:58:26,30.0,0.01,0.0,0.0,0.0,0.0,23,0,0.500005,False,REGULAR,USD
CALLS,42,BB210702C00031000,2021-07-01 14:09:28,31.0,0.01,0.0,0.0,0.0,0.0,3,0,0.500005,False,REGULAR,USD
CALLS,43,BB210702C00032000,2021-06-29 16:17:16,32.0,0.01,0.0,0.0,0.0,0.0,1,0,0.500005,False,REGULAR,USD
CALLS,44,BB210702C00033000,2021-06-28 16:37:01,33.0,0.01,0.0,0.0,0.0,0.0,2,0,0.500005,False,REGULAR,USD
CALLS,45,BB210702C00034000,2021-06-28 16:04:23,34.0,0.01,0.0,0.0,0.0,0.0,12,0,0.500005,False,REGULAR,USD
CALLS,46,BB210702C00035000,2021-06-29 14:19:23,35.0,0.01,0.0,0.0,0.0,0.0,1,0,0.500005,False,REGULAR,USD
CALLS,47,BB210702C00036000,2021-06-22 15:18:05,36.0,0.05,0.0,0.0,0.0,0.0,3,0,0.500005,False,REGULAR,USD
CALLS,48,BB210702C00037000,2021-06-28 16:31:13,37.0,0.01,0.0,0.0,0.0,0.0,1,0,0.500005,False,REGULAR,USD
CALLS,49,BB210702C00038000,2021-06-28 18:28:12,38.0,0.01,0.0,0.0,0.0,0.0,18,0,0.500005,False,REGULAR,USD
CALLS,50,BB210702C00039000,2021-06-29 15:30:27,39.0,0.01,0.0,0.0,0.0,0.0,5,0,0.500005,False,REGULAR,USD
CALLS,51,BB210702C00040000,2021-07-01 17:17:10,40.0,0.01,0.0,0.0,0.0,0.0,40,0,0.500005,False,REGULAR,USD
PUTS,0,BB210702P00004000,2021-06-30 13:30:02,4.0,0.01,0.0,0.0,0.0,0.0,2,0,0.500005,False,REGULAR,USD
PUTS,1,BB210702P00004500,2021-06-23 19:56:00,4.5,0.01,0.0,0.0,0.0,0.0,65,0,0.500005,False,REGULAR,USD
PUTS,2,BB210702P00005000,2021-06-29 13:35:47,5.0,0.01,0.0,0.0,0.0,0.0,5,0,0.500005,False,REGULAR,USD
PUTS,3,BB210702P00005500,2021-06-25 13:44:50,5.5,0.01,0.0,0.0,0.0,0.0,35,0,0.500005,False,REGULAR,USD
PUTS,4,BB210702P00006000,2021-06-30 16:49:34,6.0,0.01,0.0,0.0,0.0,0.0,1,0,0.500005,False,REGULAR,USD
PUTS,5,BB210702P00006500,2021-06-30 13:30:01,6.5,0.01,0.0,0.0,0.0,0.0,2,0,0.500005,False,REGULAR,USD
PUTS,6,BB210702P00007000,2021-06-30 14:21:13,7.0,0.01,0.0,0.0,0.0,0.0,1,0,0.500005,False,REGULAR,USD
PUTS,7,BB210702P00007500,2021-06-28 15:49:49,7.5,0.01,0.0,0.0,0.0,0.0,345,0,0.500005,False,REGULAR,USD
PUTS,8,BB210702P00008000,2021-06-29 16:34:51,8.0,0.01,0.0,0.0,0.0,0.0,21,0,1.000005,False,REGULAR,USD
PUTS,9,BB210702P00008500,2021-06-29 14:55:18,8.5,0.01,0.0,0.0,0.0,0.0,7,0,0.500005,False,REGULAR,USD
PUTS,10,BB210702P00009000,2021-07-01 19:41:27,9.0,0.01,0.0,0.0,0.0,0.0,4,0,0.500005,False,REGULAR,USD
PUTS,11,BB210702P00009500,2021-07-01 15:24:51,9.5,0.01,0.0,0.0,0.0,0.0,182,0,0.500005,False,REGULAR,USD
PUTS,12,BB210702P00010000,2021-07-01 19:11:23,10.0,0.01,0.0,0.0,0.0,0.0,269,0,0.500005,False,REGULAR,USD
