,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,BB210709C00005500,2021-07-08 16:21:22,5.5,6.05,0.0,0.0,0.0,0.0,2.0,15,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,BB210709C00006000,2021-07-08 15:21:41,6.0,5.35,0.0,0.0,0.0,0.0,3.0,6,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,BB210709C00006500,2021-07-08 17:26:40,6.5,5.15,0.0,0.0,0.0,0.0,2.0,15,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,BB210709C00007000,2021-07-08 15:27:39,7.0,4.55,0.0,0.0,0.0,0.0,1.0,24,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,BB210709C00007500,2021-07-07 13:38:43,7.5,4.35,0.0,0.0,0.0,0.0,2.0,17,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,BB210709C00008000,2021-07-07 17:52:11,8.0,3.3,0.0,0.0,0.0,0.0,3.0,48,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,BB210709C00008500,2021-07-02 18:47:31,8.5,3.1,0.0,0.0,0.0,0.0,1.0,63,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,BB210709C00009000,2021-07-08 19:47:59,9.0,2.51,0.0,0.0,0.0,0.0,23.0,190,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,BB210709C00009500,2021-07-08 19:40:01,9.5,2.05,0.0,0.0,0.0,0.0,31.0,372,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,BB210709C00010000,2021-07-08 19:51:38,10.0,1.54,0.0,0.0,0.0,0.0,488.0,1414,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,BB210709C00010500,2021-07-08 19:59:04,10.5,1.04,0.0,0.0,0.0,0.0,88.0,216,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,BB210709C00011000,2021-07-08 19:56:58,11.0,0.57,0.0,0.0,0.0,0.0,2478.0,1615,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,BB210709C00011500,2021-07-08 19:56:03,11.5,0.22,0.0,0.0,0.0,0.0,3459.0,2726,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,BB210709C00012000,2021-07-08 19:59:41,12.0,0.08,0.0,0.0,0.0,0.0,18758.0,10697,0.2500075,False,REGULAR,USD
CALLS,14,BB210709C00012500,2021-07-08 19:54:13,12.5,0.04,0.0,0.0,0.0,0.0,4118.0,7951,0.500005,False,REGULAR,USD
CALLS,15,BB210709C00013000,2021-07-08 19:54:50,13.0,0.03,0.0,0.0,0.0,0.0,2048.0,7564,0.500005,False,REGULAR,USD
CALLS,16,BB210709C00013500,2021-07-08 19:39:24,13.5,0.02,0.0,0.0,0.0,0.0,634.0,2409,0.500005,False,REGULAR,USD
