,,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,0,GME210709C00010000,2021-07-01 17:23:16,10.0,196.2,0.0,0.0,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
CALLS,1,GME210709C00020000,2021-06-08 13:44:31,20.0,290.8,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
CALLS,2,GME210709C00050000,2021-07-08 14:59:16,50.0,136.0,0.0,0.0,0.0,0.0,3.0,10,1.0000000000000003e-05,True,REGULAR,USD
CALLS,3,GME210709C00060000,2021-07-02 13:56:02,60.0,139.45,0.0,0.0,0.0,0.0,5.0,4,1.0000000000000003e-05,True,REGULAR,USD
CALLS,4,GME210709C00080000,2021-07-07 16:14:59,80.0,111.35,0.0,0.0,0.0,0.0,12.0,9,1.0000000000000003e-05,True,REGULAR,USD
CALLS,5,GME210709C00090000,2021-07-08 16:44:10,90.0,102.5,0.0,0.0,0.0,0.0,3.0,1,1.0000000000000003e-05,True,REGULAR,USD
CALLS,6,GME210709C00100000,2021-07-06 14:02:15,100.0,98.89,0.0,0.0,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD
CALLS,7,GME210709C00110000,2021-06-17 14:40:48,110.0,118.34,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
CALLS,8,GME210709C00120000,2021-07-07 14:47:34,120.0,68.79,0.0,0.0,0.0,0.0,12.0,4,1.0000000000000003e-05,True,REGULAR,USD
CALLS,9,GME210709C00130000,2021-07-08 16:07:10,130.0,61.13,0.0,0.0,0.0,0.0,5.0,2,1.0000000000000003e-05,True,REGULAR,USD
CALLS,10,GME210709C00140000,2021-07-08 19:56:03,140.0,48.85,0.0,0.0,0.0,0.0,12.0,15,1.0000000000000003e-05,True,REGULAR,USD
CALLS,11,GME210709C00150000,2021-07-08 17:19:09,150.0,42.34,0.0,0.0,0.0,0.0,11.0,36,1.0000000000000003e-05,True,REGULAR,USD
CALLS,12,GME210709C00160000,2021-07-07 16:31:07,160.0,29.14,0.0,0.0,0.0,0.0,17.0,37,1.0000000000000003e-05,True,REGULAR,USD
CALLS,13,GME210709C00170000,2021-07-08 18:15:52,170.0,20.93,0.0,0.0,0.0,0.0,47.0,61,1.0000000000000003e-05,True,REGULAR,USD
CALLS,14,GME210709C00175000,2021-07-08 18:07:06,175.0,14.16,0.0,0.0,0.0,0.0,30.0,53,1.0000000000000003e-05,True,REGULAR,USD
CALLS,15,GME210709C00180000,2021-07-08 19:58:13,180.0,12.25,0.0,0.0,0.0,0.0,327.0,215,1.0000000000000003e-05,True,REGULAR,USD
CALLS,16,GME210709C00185000,2021-07-08 19:59:15,185.0,7.2,0.0,0.0,0.0,0.0,875.0,639,1.0000000000000003e-05,True,REGULAR,USD
CALLS,17,GME210709C00190000,2021-07-08 19:59:42,190.0,3.92,0.0,0.0,0.0,0.0,2942.0,842,1.0000000000000003e-05,True,REGULAR,USD
CALLS,18,GME210709C00192500,2021-07-08 19:59:44,192.5,3.23,0.0,0.0,0.0,0.0,875.0,284,0.0312596875,False,REGULAR,USD
CALLS,19,GME210709C00195000,2021-07-08 19:59:12,195.0,2.3,0.0,0.0,0.0,0.0,1623.0,625,0.12500875,False,REGULAR,USD
CALLS,20,GME210709C00197500,2021-07-08 19:59:43,197.5,1.8,0.0,0.0,0.0,0.0,540.0,197,0.12500875,False,REGULAR,USD
